Code	Codelist Code	Codelist Extensible (Yes/No)	Codelist Name	CDISC Submission Value	CDISC Synonym(s)	CDISC Definition	NCI Preferred Term
C163625	C160930		Chemical Challenge Agent Name Response	BOTULINUM NEUROTOXIN F4	BoNT/F4; Clostridium botulinum Toxin F4	The biotoxin botulinum neurotoxin F4.	Botulinum Toxin Type F4
C163626	C160930		Chemical Challenge Agent Name Response	BOTULINUM NEUROTOXIN F5	BoNT/F5; Clostridium botulinum Toxin F5	The biotoxin botulinum neurotoxin F5.	Botulinum Toxin Type F5
C163627	C160930		Chemical Challenge Agent Name Response	BOTULINUM NEUROTOXIN F6	BoNT/F6; Clostridium botulinum Toxin F6	The biotoxin botulinum neurotoxin F6.	Botulinum Toxin Type F6
C163628	C160930		Chemical Challenge Agent Name Response	BOTULINUM NEUROTOXIN F7	BoNT/F7; Clostridium botulinum Toxin F7	The biotoxin botulinum neurotoxin F7.	Botulinum Toxin Type F7
C163629	C160930		Chemical Challenge Agent Name Response	BOTULINUM NEUROTOXIN F8	BoNT/F8; Clostridium botulinum Toxin F8	The biotoxin botulinum neurotoxin F8.	Botulinum Toxin Type F8
C163630	C160930		Chemical Challenge Agent Name Response	BOTULINUM NEUROTOXIN FA(H)	BoNT/FA; BoNT/FA(H); BoNT/H; BoNT/HA; Botulinum Neurotoxin FA; Botulinum Neurotoxin H; Botulinum Neurotoxin HA; Clostridium botulinum Toxin FA; Clostridium botulinum Toxin FA(H); Clostridium botulinum Toxin H; Clostridium botulinum Toxin HA	The biotoxin botulinum neurotoxin FA(H).	Botulinum Toxin Type H
C163631	C160930		Chemical Challenge Agent Name Response	BOTULINUM NEUROTOXIN G	BoNT/G; Clostridium botulinum Toxin G	The biotoxin botulinum neurotoxin G.	Botulinum Toxin Type G
C163632	C160930		Chemical Challenge Agent Name Response	BROMINE		The chemical agent bromine.	Bromine
C163633	C160930		Chemical Challenge Agent Name Response	BROMOPHOS		The organophosphorus agent bromophos.	Bromophos
C163634	C160930		Chemical Challenge Agent Name Response	BUTOCARBOXIM		The carbamate agent butocarboxim.	Butocarboxim
C163635	C160930		Chemical Challenge Agent Name Response	CADUSAFOS		The organophosphorus agent cadusafos.	Cadusafos
C76389	C160930		Chemical Challenge Agent Name Response	CARBARYL		The carbamate agent carbaryl.	Carbaril
C163636	C160930		Chemical Challenge Agent Name Response	CARBOFURAN		The carbamate agent carbofuran.	Carbofuran
C163637	C160930		Chemical Challenge Agent Name Response	CARBOPHENOTHION		The organophosphorus agent carbophenothion.	Carbophenothion
C163638	C160930		Chemical Challenge Agent Name Response	CARBOSULFAN		The carbamate agent carbosulfan.	Carbosulfan
C163639	C160930		Chemical Challenge Agent Name Response	CHLORETHOXYPHOS	Chlorethoxyfos	The organophosphorus agent chlorethoxyphos.	Chlorethoxyfos
C80597	C160930		Chemical Challenge Agent Name Response	CHLORFENVINPHOS		The organophosphorus agent chlorfenvinphos.	Clorfenvinfos
C28140	C160930		Chemical Challenge Agent Name Response	CHLORINE		The chemical agent chlorine.	Chlorine
C163640	C160930		Chemical Challenge Agent Name Response	CHLOROPICRIN		The chemical agent chloropicrin.	Chloropicrin
C163641	C160930		Chemical Challenge Agent Name Response	CHLORPYRIFOS		The organophosphorus agent chlorpyrifos.	Chlorpyrifos
C163642	C160930		Chemical Challenge Agent Name Response	CHLORPYRIPHOS-METHYL		The organophosphorus agent chlorpyriphos-methyl.	Chlorpyrifos-methyl
C76867	C160930		Chemical Challenge Agent Name Response	COUMAPHOS		The organophosphorus agent coumaphos.	Coumaphos
C80598	C160930		Chemical Challenge Agent Name Response	CROTOXYPHOS		The organophosphorus agent crotoxyphos.	Crotoxyfos
C163643	C160930		Chemical Challenge Agent Name Response	CYANOGEN CHLORIDE		The chemical agent cyanogen chloride.	Cyanogen Chloride
C163644	C160930		Chemical Challenge Agent Name Response	CYANOPHOS		The organophosphorus agent cyanophos.	Cyanophos
C163645	C160930		Chemical Challenge Agent Name Response	DEMETON-O		The organophosphorus agent demeton-o.	Demeton-O
C1068	C160930		Chemical Challenge Agent Name Response	DIACETOXYSCIRPENOL		The biotoxin diacetoxyscirpenol.	Anguidine
C163646	C160930		Chemical Challenge Agent Name Response	DIAZINON		The organophosphorus agent diazinon.	Diazinon
C76871	C160930		Chemical Challenge Agent Name Response	DICHLORVOS		The organophosphorus agent dichlorvos.	Dichlorvos
C163647	C160930		Chemical Challenge Agent Name Response	DICROTOPHOS		The organophosphorus agent dicrotophos.	Dicrotophos
C163648	C160930		Chemical Challenge Agent Name Response	DIISOPROPYL FLUOROPHOSPHATE	DFP	The organophosphorus agent diisopropyl fluorophosphate.	Diisopropyl Fluorophosphate
C163649	C160930		Chemical Challenge Agent Name Response	DIMETHOATE		The organophosphorus agent dimethoate.	Dimethoate
C163650	C160930		Chemical Challenge Agent Name Response	DIMETILAN		The carbamate agent dimetilan.	Dimetilan
C163651	C160930		Chemical Challenge Agent Name Response	DIPHOSGENE		The chemical agent diphosgene.	Diphosgene
C163652	C160930		Chemical Challenge Agent Name Response	DISULFOTON		The organophosphorus agent disulfoton.	Disulfoton
C163653	C160930		Chemical Challenge Agent Name Response	EPSILON TOXIN	Clostridium perfringens Epsilon Toxin	The biotoxin epsilon toxin.	Clostridium perfringens Epsilon Toxin
C163654	C160930		Chemical Challenge Agent Name Response	ETHIOFENCARB	Croneton	The carbamate agent ethiofencarb.	Ethiofencarb
C163655	C160930		Chemical Challenge Agent Name Response	ETHION		The organophosphorus agent ethion.	Ethion
C83710	C160930		Chemical Challenge Agent Name Response	FAMPHUR		The organophosphorus agent famphur.	Famphur
C163656	C160930		Chemical Challenge Agent Name Response	FENAMIPHOS		The organophosphorus agent fenamiphos.	Fenamiphos
C65655	C160930		Chemical Challenge Agent Name Response	FENITROTHION		The organophosphorus agent fenitrothion.	Fenitrothion
C163657	C160930		Chemical Challenge Agent Name Response	FENOBUCARB	BPMC	The carbamate agent fenobucarb.	Fenobucarb
C163658	C160930		Chemical Challenge Agent Name Response	FENOXYCARB		The carbamate agent fenoxycarb.	Fenoxycarb
C76873	C160930		Chemical Challenge Agent Name Response	FENTHION		The organophosphorus agent fenthion.	Fenthion
C163659	C160930		Chemical Challenge Agent Name Response	FONOFOS		The organophosphorus agent fonofos.	Fonofos
C163660	C160930		Chemical Challenge Agent Name Response	FORMETANATE		The carbamate agent formetanate.	Formetanate
C163661	C160930		Chemical Challenge Agent Name Response	FORMOTHION		The organophosphorus agent formothion.	Formothion
C163662	C160930		Chemical Challenge Agent Name Response	FORMPARANATE		The carbamate agent formparanate.	Formparanate
C161525	C160930		Chemical Challenge Agent Name Response	G-SERIES NERVE AGENT GA	GA; Tabun	The G-series nerve agent GA.	G-Series Nerve Agent GA
C161526	C160930		Chemical Challenge Agent Name Response	G-SERIES NERVE AGENT GB	GB; Sarin	The G-series nerve agent GB.	G-Series Nerve Agent GB
C161527	C160930		Chemical Challenge Agent Name Response	G-SERIES NERVE AGENT GC	Chlorosarin; GC	The G-series nerve agent GC.	G-Series Nerve Agent GC
C161528	C160930		Chemical Challenge Agent Name Response	G-SERIES NERVE AGENT GD	GD; Soman	The G-series nerve agent GD.	G-Series Nerve Agent GD
C161529	C160930		Chemical Challenge Agent Name Response	G-SERIES NERVE AGENT GE	Ethylsarin; GE	The G-series nerve agent GE.	G-Series Nerve Agent GE
C161530	C160930		Chemical Challenge Agent Name Response	G-SERIES NERVE AGENT GF	Cyclosarin; GF	The G-series nerve agent GF.	G-Series Nerve Agent GF
C163663	C160930		Chemical Challenge Agent Name Response	GLUFOSINATE AMMONIUM		The organophosphorus agent glufosinate ammonium.	Glufosinate-Ammonium
C163664	C160930		Chemical Challenge Agent Name Response	GLYPHOSATE		The organophosphorus agent glyphosate.	Glyphosate
C163665	C160930		Chemical Challenge Agent Name Response	GLYPHOSINE		The organophosphorus agent glyphosine.	Glyphosine
C76716	C160930		Chemical Challenge Agent Name Response	HYDROGEN CHLORIDE		The chemical agent hydrogen chloride.	Hydrochloric Acid
C77470	C160930		Chemical Challenge Agent Name Response	HYDROGEN CYANIDE		The chemical agent hydrogen cyanide.	Hydrogen Cyanide
C163666	C160930		Chemical Challenge Agent Name Response	HYDROGEN SULFIDE		The chemical agent hydrogen sulfide.	Hydrogen Sulfide
C163667	C160930		Chemical Challenge Agent Name Response	ISAZOPHOS	Isazofos	The organophosphorus agent isazophos.	Isazophos
C163668	C160930		Chemical Challenge Agent Name Response	ISOFENPHOS		The organophosphorus agent isofenphos.	Isofenphos
C163669	C160930		Chemical Challenge Agent Name Response	ISOPROCARB		The carbamate agent isoprocarb.	Isoprocarb
C163670	C160930		Chemical Challenge Agent Name Response	M-CUMENYL METHYLCARBAMATE		The carbamate agent m-cumenyl methylcarbamate.	M-Cumenyl Methylcarbamate
C47593	C160930		Chemical Challenge Agent Name Response	MALATHION		The organophosphorus agent malathion.	Malathion
C66842	C160930		Chemical Challenge Agent Name Response	MERCURY		The metal agent mercury.	Mercury
C163671	C160930		Chemical Challenge Agent Name Response	METHAMIDOPHOS		The organophosphorus agent methamidophos.	Methamidophos
C163672	C160930		Chemical Challenge Agent Name Response	METHIDATHION		The organophosphorus agent methidathion.	Methidathion
C163673	C160930		Chemical Challenge Agent Name Response	METHIOCARB		The carbamate agent methiocarb.	Methiocarb
C163674	C160930		Chemical Challenge Agent Name Response	METHOMYL		The carbamate agent methomyl.	Methomyl
C163675	C160930		Chemical Challenge Agent Name Response	METHYL BROMIDE		The chemical agent methyl bromide.	Methyl Bromide
C163676	C160930		Chemical Challenge Agent Name Response	METHYL ISOCYANATE		The chemical agent methyl isocyanate.	Methyl Isocyanate
C163677	C160930		Chemical Challenge Agent Name Response	METHYL PARATHION		The organophosphorus agent methyl parathion.	Methyl Parathion
C163678	C160930		Chemical Challenge Agent Name Response	METOLCARB		The carbamate agent metolcarb.	Metolcarb
C163679	C160930		Chemical Challenge Agent Name Response	MEVINPHOS		The organophosphorus agent mevinphos.	Mevinphos
C163680	C160930		Chemical Challenge Agent Name Response	MEXACARBATE		The carbamate agent mexacarbate.	Mexacarbate
C163681	C160930		Chemical Challenge Agent Name Response	MONOCROTOPHOS		The organophosphorus agent monocrotophos.	Monocrotophos
C161523	C160930		Chemical Challenge Agent Name Response	NITROGEN MUSTARD HN-1	HN1	The nitrogen mustard vesicant HN-1.	Nitrogen Mustard HN-1
C62056	C160930		Chemical Challenge Agent Name Response	NITROGEN MUSTARD HN-2	HN2	The nitrogen mustard vesicant HN-2.	Mechlorethamine
C161524	C160930		Chemical Challenge Agent Name Response	NITROGEN MUSTARD HN-3	HN3	The nitrogen mustard vesicant HN-3.	Nitrogen Mustard HN-3
C163682	C160930		Chemical Challenge Agent Name Response	OMETHOATE		The organophosphorus agent omethoate.	Omethoate
C163683	C160930		Chemical Challenge Agent Name Response	OSMIUM TETROXIDE		The chemical agent osmium tetroxide.	Osmium Tetroxide
C163684	C160930		Chemical Challenge Agent Name Response	OXAMYL		The carbamate agent oxamyl.	Oxamyl
C99562	C160930		Chemical Challenge Agent Name Response	PARAOXON		The organophosphorus agent paraoxon.	Paraoxon
C163685	C160930		Chemical Challenge Agent Name Response	PARATHION		The organophosphorus agent parathion.	Parathion
C163686	C160930		Chemical Challenge Agent Name Response	PHENTHOATE		The organophosphorus agent phenthoate.	Phenthoate
C163687	C160930		Chemical Challenge Agent Name Response	PHORATE		The organophosphorus agent phorate.	Phorate
C163689	C160930		Chemical Challenge Agent Name Response	PHOSGENE OXIME		The chemical agent phosgene oxime.	Phosgene Oxime
C163688	C160930		Chemical Challenge Agent Name Response	PHOSGENE		The chemical agent phosgene.	Phosgene
C76877	C160930		Chemical Challenge Agent Name Response	PHOSMET		The organophosphorus agent phosmet.	Phosmet
C163690	C160930		Chemical Challenge Agent Name Response	PHOSPHAMIDON		The organophosphorus agent phosphamidon.	Phosphamidon
C163691	C160930		Chemical Challenge Agent Name Response	PHOSPHINE		The chemical agent phosphine.	Phosphine
C80605	C160930		Chemical Challenge Agent Name Response	PHOXIM	Phoxin	The organophosphorus agent phoxim.	Phoxim
C163693	C160930		Chemical Challenge Agent Name Response	PIRIMICARB		The carbamate agent pirimicarb.	Pirimicarb
C163694	C160930		Chemical Challenge Agent Name Response	POTASSIUM CYANIDE		The chemical agent potassium cyanide.	Potassium Cyanide
C163695	C160930		Chemical Challenge Agent Name Response	PROMECARB		The carbamate agent promecarb.	Promecarb
C76878	C160930		Chemical Challenge Agent Name Response	PROPETAMPHOS		The organophosphorus agent propetamphos.	Propetamphos
C163696	C160930		Chemical Challenge Agent Name Response	PROPHENOFOS	Prophenofos	The organophosphorus agent profenofos.	Prophenofos
C82221	C160930		Chemical Challenge Agent Name Response	PROPOXUR		The carbamate agent propoxur.	Propoxur
C163697	C160930		Chemical Challenge Agent Name Response	QUINALPHOS		The organophosphorus agent quinalphos.	Quinalphos
C809	C160930		Chemical Challenge Agent Name Response	RICIN		The biotoxin ricin.	Ricin
C76879	C160930		Chemical Challenge Agent Name Response	RONNEL		The organophosphorus agent ronnel.	Ronnel
C76087	C160930		Chemical Challenge Agent Name Response	ROTENONE		The chemical agent rotenone.	Rotenone
C163698	C160930		Chemical Challenge Agent Name Response	SAXITOXIN		The biotoxin saxitoxin.	Saxitoxin
C163699	C160930		Chemical Challenge Agent Name Response	SODIUM CYANIDE		The chemical agent sodium cyanide.	Sodium Cyanide
C163700	C160930		Chemical Challenge Agent Name Response	SODIUM MONOFLUOROACETATE	Sodium Fluoroacetate	The chemical agent sodium monofluoroacetate.	Sodium Monofluoroacetate
C1083	C160930		Chemical Challenge Agent Name Response	STAPHYLOCOCCAL ENTEROTOXIN A	SEA	The biotoxin Staphylococcal enterotoxin A.	Staphylococcal Enterotoxin A
